algorithm,graph,runtime,batch_size,num_threads,iterations
estimates_parallel_iterator,./graphs/web-BerkStan/web-BerkStan.txt,3.518435463s,0,6,424
estimates_parallel_iterator,./graphs/web-Google/web-Google.txt,2.08680826s,0,1,24
estimates_parallel_iterator,./graphs/web-Google/web-Google.txt,1.139797833s,0,2,24
estimates_parallel_iterator,./graphs/web-Google/web-Google.txt,948.369401ms,0,3,24
estimates_parallel_iterator,./graphs/web-Google/web-Google.txt,850.265621ms,0,4,24
estimates_parallel_iterator,./graphs/web-Google/web-Google.txt,802.600827ms,0,6,24
estimates_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,1.311730004s,0,1,189
estimates_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,977.634149ms,0,2,189
estimates_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,978.464769ms,0,3,189
estimates_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,798.33784ms,0,4,189
estimates_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,781.077608ms,0,6,189
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,2.849559719s,256,1,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.702322713s,256,2,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.546921041s,256,3,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.43473737s,256,4,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.472794038s,256,6,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,6.456872193s,256,1,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,4.076423077s,256,2,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.555396056s,256,3,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.245200312s,256,4,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.348236996s,256,6,424
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.924034149s,256,1,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.116855934s,256,2,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,977.834095ms,256,3,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,848.489102ms,256,4,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,802.013192ms,256,6,24
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,1.344871112s,256,1,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,911.887004ms,256,2,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,835.53496ms,256,3,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,787.070957ms,256,4,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,765.590159ms,256,6,189
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,2.778655401s,256,1,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.564827449s,256,2,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.394002279s,256,3,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.361061803s,256,4,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.300176176s,256,6,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,6.373137258s,256,1,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.987143212s,256,2,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.502049315s,256,3,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.352145754s,256,4,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.376837897s,256,6,424
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.907371924s,256,1,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.127588526s,256,2,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,991.093061ms,256,3,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,890.714105ms,256,4,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,839.581226ms,256,6,24
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,1.295296481s,256,1,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,870.569205ms,256,2,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,829.100784ms,256,3,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,769.353385ms,256,4,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,760.644591ms,256,6,189
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,2.772596339s,256,1,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.572639824s,256,2,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.474903859s,256,3,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.348837778s,256,4,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.309295719s,256,6,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,6.438379425s,256,1,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,4.113658137s,256,2,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.534145044s,256,3,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.339886446s,256,4,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.466322534s,256,6,424
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.903189157s,256,1,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.089610825s,256,2,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,929.824697ms,256,3,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,847.624381ms,256,4,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,800.4717ms,256,6,24
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,1.297185791s,256,1,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,916.509804ms,256,2,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,842.348792ms,256,3,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,779.681541ms,256,4,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,777.916695ms,256,6,189
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,2.878223207s,256,1,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.665164458s,256,2,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.475168064s,256,3,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.446073161s,256,4,424
estimates_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.361579165s,256,6,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,6.489481687s,256,1,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.971296707s,256,2,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.620254409s,256,3,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.583821791s,256,4,424
estimates_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.68454136s,256,6,424
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.94245242s,256,1,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.230317973s,256,2,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,1.021857539s,256,3,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,963.1679ms,256,4,24
estimates_threadpool,./graphs/web-Google/web-Google.txt,804.678089ms,256,6,24
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,1.311492602s,256,1,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,906.413849ms,256,2,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,813.207798ms,256,3,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,790.566812ms,256,4,189
estimates_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,770.281913ms,256,6,189
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,2.773333441s,256,1,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.547594477s,256,2,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.442111698s,256,3,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.363372959s,256,4,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.31597602s,256,6,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,6.461435838s,256,1,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,4.310853784s,256,2,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.516690233s,256,3,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.37580759s,256,4,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.57559757s,256,6,424
estimates_threads,./graphs/web-Google/web-Google.txt,1.98156606s,256,1,24
estimates_threads,./graphs/web-Google/web-Google.txt,1.156291822s,256,2,24
estimates_threads,./graphs/web-Google/web-Google.txt,1.179258472s,256,3,24
estimates_threads,./graphs/web-Google/web-Google.txt,877.559479ms,256,4,24
estimates_threads,./graphs/web-Google/web-Google.txt,809.199129ms,256,6,24
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,1.446724814s,256,1,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,1.016473956s,256,2,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,921.052087ms,256,3,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,895.14883ms,256,4,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,987.2802ms,256,6,189
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,2.840625246s,256,1,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.64834977s,256,2,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.437382275s,256,3,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.311553567s,256,4,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.486339827s,256,6,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,6.598697168s,256,1,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,4.302351384s,256,2,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.60369015s,256,3,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.300728705s,256,4,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.428893947s,256,6,424
estimates_threads,./graphs/web-Google/web-Google.txt,1.935145628s,256,1,24
estimates_threads,./graphs/web-Google/web-Google.txt,1.13371853s,256,2,24
estimates_threads,./graphs/web-Google/web-Google.txt,919.124849ms,256,3,24
estimates_threads,./graphs/web-Google/web-Google.txt,833.283296ms,256,4,24
estimates_threads,./graphs/web-Google/web-Google.txt,863.385375ms,256,6,24
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,1.338774935s,256,1,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,983.763109ms,256,2,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,812.768195ms,256,3,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,784.653486ms,256,4,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,783.460874ms,256,6,189
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,2.747391264s,256,1,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.628029044s,256,2,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.507457877s,256,3,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.50569643s,256,4,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.326579518s,256,6,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,6.396057566s,256,1,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,4.064616621s,256,2,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.543949989s,256,3,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.430915605s,256,4,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.455779564s,256,6,424
estimates_threads,./graphs/web-Google/web-Google.txt,2.04558181s,256,1,24
estimates_threads,./graphs/web-Google/web-Google.txt,1.328935165s,256,2,24
estimates_threads,./graphs/web-Google/web-Google.txt,1.04120485s,256,3,24
estimates_threads,./graphs/web-Google/web-Google.txt,825.752025ms,256,4,24
estimates_threads,./graphs/web-Google/web-Google.txt,819.509004ms,256,6,24
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,1.318187136s,256,1,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,926.91613ms,256,2,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,801.729299ms,256,3,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,764.896043ms,256,4,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,764.196615ms,256,6,189
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,2.822011354s,256,1,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.834907712s,256,2,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.523995087s,256,3,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.326676863s,256,4,424
estimates_threads,./graphs/web-Stanford/web-Stanford.txt,1.339936664s,256,6,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,6.420642291s,256,1,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,4.133877803s,256,2,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.557274632s,256,3,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.423003672s,256,4,424
estimates_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.446425314s,256,6,424
estimates_threads,./graphs/web-Google/web-Google.txt,1.900950943s,256,1,24
estimates_threads,./graphs/web-Google/web-Google.txt,1.112477627s,256,2,24
estimates_threads,./graphs/web-Google/web-Google.txt,962.201754ms,256,3,24
estimates_threads,./graphs/web-Google/web-Google.txt,856.050228ms,256,4,24
estimates_threads,./graphs/web-Google/web-Google.txt,848.546034ms,256,6,24
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,1.300810954s,256,1,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,924.068637ms,256,2,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,811.665322ms,256,3,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,771.934406ms,256,4,189
estimates_threads,./graphs/web-NotreDame/web-NotreDame.txt,764.870597ms,256,6,189
one_phase_parallel_iterator,./graphs/web-Stanford/web-Stanford.txt,1.460197195s,0,1,218
one_phase_parallel_iterator,./graphs/web-Stanford/web-Stanford.txt,961.073112ms,0,2,217
one_phase_parallel_iterator,./graphs/web-Stanford/web-Stanford.txt,779.147977ms,0,3,230
one_phase_parallel_iterator,./graphs/web-Stanford/web-Stanford.txt,653.478313ms,0,4,218
one_phase_parallel_iterator,./graphs/web-Stanford/web-Stanford.txt,703.7027ms,0,6,223
one_phase_parallel_iterator,./graphs/web-BerkStan/web-BerkStan.txt,3.221813562s,0,1,279
one_phase_parallel_iterator,./graphs/web-BerkStan/web-BerkStan.txt,2.054395669s,0,2,279
one_phase_parallel_iterator,./graphs/web-BerkStan/web-BerkStan.txt,1.892329212s,0,3,279
one_phase_parallel_iterator,./graphs/web-BerkStan/web-BerkStan.txt,1.821971726s,0,4,279
one_phase_parallel_iterator,./graphs/web-BerkStan/web-BerkStan.txt,1.865714097s,0,6,279
one_phase_parallel_iterator,./graphs/web-Google/web-Google.txt,1.385664204s,0,1,15
one_phase_parallel_iterator,./graphs/web-Google/web-Google.txt,818.944745ms,0,2,14
one_phase_parallel_iterator,./graphs/web-Google/web-Google.txt,719.301068ms,0,3,14
one_phase_parallel_iterator,./graphs/web-Google/web-Google.txt,576.688377ms,0,4,14
one_phase_parallel_iterator,./graphs/web-Google/web-Google.txt,606.020987ms,0,6,14
one_phase_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,308.219617ms,0,1,36
one_phase_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,200.753269ms,0,2,32
one_phase_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,180.586217ms,0,3,33
one_phase_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,174.194635ms,0,4,33
one_phase_parallel_iterator,./graphs/web-NotreDame/web-NotreDame.txt,166.004617ms,0,6,33
one_phase_threadpool,./graphs/web-Stanford/web-Stanford.txt,1.289847859s,256,1,218
one_phase_threadpool,./graphs/web-Stanford/web-Stanford.txt,797.190009ms,256,2,216
one_phase_threadpool,./graphs/web-Stanford/web-Stanford.txt,696.859262ms,256,3,217
one_phase_threadpool,./graphs/web-Stanford/web-Stanford.txt,674.482244ms,256,4,232
one_phase_threadpool,./graphs/web-Stanford/web-Stanford.txt,708.066707ms,256,6,231
one_phase_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,3.259031016s,256,1,279
one_phase_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,2.133195418s,256,2,279
one_phase_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,1.891999865s,256,3,279
one_phase_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,1.814780772s,256,4,279
one_phase_threadpool,./graphs/web-BerkStan/web-BerkStan.txt,1.848701042s,256,6,279
one_phase_threadpool,./graphs/web-Google/web-Google.txt,1.407835642s,256,1,15
one_phase_threadpool,./graphs/web-Google/web-Google.txt,799.949316ms,256,2,15
one_phase_threadpool,./graphs/web-Google/web-Google.txt,643.743182ms,256,3,14
one_phase_threadpool,./graphs/web-Google/web-Google.txt,595.095459ms,256,4,15
one_phase_threadpool,./graphs/web-Google/web-Google.txt,548.968523ms,256,6,14
one_phase_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,312.067127ms,256,1,36
one_phase_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,220.731906ms,256,2,34
one_phase_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,178.285335ms,256,3,33
one_phase_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,165.171761ms,256,4,33
one_phase_threadpool,./graphs/web-NotreDame/web-NotreDame.txt,164.165267ms,256,6,32
one_phase_threads,./graphs/web-Stanford/web-Stanford.txt,1.294300572s,256,1,218
one_phase_threads,./graphs/web-Stanford/web-Stanford.txt,804.103303ms,256,2,216
one_phase_threads,./graphs/web-Stanford/web-Stanford.txt,698.225748ms,256,3,223
one_phase_threads,./graphs/web-Stanford/web-Stanford.txt,670.291704ms,256,4,221
one_phase_threads,./graphs/web-Stanford/web-Stanford.txt,668.197676ms,256,6,219
one_phase_threads,./graphs/web-BerkStan/web-BerkStan.txt,3.211316213s,256,1,279
one_phase_threads,./graphs/web-BerkStan/web-BerkStan.txt,2.09244633s,256,2,279
one_phase_threads,./graphs/web-BerkStan/web-BerkStan.txt,1.8706476s,256,3,279
one_phase_threads,./graphs/web-BerkStan/web-BerkStan.txt,1.790208994s,256,4,279
one_phase_threads,./graphs/web-BerkStan/web-BerkStan.txt,1.814096828s,256,6,279
one_phase_threads,./graphs/web-Google/web-Google.txt,1.40144611s,256,1,15
one_phase_threads,./graphs/web-Google/web-Google.txt,794.401199ms,256,2,15
one_phase_threads,./graphs/web-Google/web-Google.txt,691.852296ms,256,3,15
one_phase_threads,./graphs/web-Google/web-Google.txt,598.89559ms,256,4,16
one_phase_threads,./graphs/web-Google/web-Google.txt,579.541372ms,256,6,17
one_phase_threads,./graphs/web-NotreDame/web-NotreDame.txt,313.692919ms,256,1,36
one_phase_threads,./graphs/web-NotreDame/web-NotreDame.txt,218.141888ms,256,2,35
one_phase_threads,./graphs/web-NotreDame/web-NotreDame.txt,180.16617ms,256,3,33
one_phase_threads,./graphs/web-NotreDame/web-NotreDame.txt,171.846011ms,256,4,32
one_phase_threads,./graphs/web-NotreDame/web-NotreDame.txt,177.37147ms,256,6,34
one_phase_parallel_optimized_iterator,./graphs/web-Stanford/web-Stanford.txt,1.023353268s,0,1,218
one_phase_parallel_optimized_iterator,./graphs/web-Stanford/web-Stanford.txt,691.413233ms,0,2,216
one_phase_parallel_optimized_iterator,./graphs/web-Stanford/web-Stanford.txt,649.809906ms,0,3,210
